Port,Volume_Conteneurs_Vides,Bateau_Entreprise,Pourcentage_Conteneurs_Vides,Presence_Moyenne_Jours,Type_Conteneur,Risque_Vide
Singapour,98394,MSC,11.7,4,Petites Entreprises,Haute
Singapour,93733,Yang Ming,13.1,4,Petites Entreprises,Moyenne
Qingdao,72695,CMA CGM,14.8,5,Industriels,Moyenne
Shangai,151936,MSC,12.9,3,Petites Entreprises,Basse
Busan,74010,Evergreen,13.0,3,Entreprises Grande Taille,Moyenne
Qingdao,93047,MSC,14.2,6,Particuliers,Basse
Ningbo Zhoushan,109319,CMA CGM,9.5,6,Industriels,Basse
Hong Kong,74071,COSCO,12.2,3,Particuliers,Basse
Ningbo Zhoushan,146272,CMA CGM,9.0,7,Petites Entreprises,Moyenne
Hong Kong,66694,CMA CGM,11.1,6,Particuliers,Haute
Tianjin,72607,ONE,10.3,5,Particuliers,Moyenne
Rotterdam,100389,Yang Ming,12.1,5,Particuliers,Basse
Ningbo Zhoushan,131670,CMA CGM,10.3,7,Particuliers,Moyenne
Hong Kong,92174,Maersk,13.5,4,Entreprises Grande Taille,Basse
Singapour,120555,Maersk,9.6,7,Industriels,Basse
Ningbo Zhoushan,149616,COSCO,9.6,7,Alimentaires,Haute
Busan,86516,MSC,13.7,6,Alimentaires,Moyenne
Tianjin,67323,CMA CGM,12.6,7,Petites Entreprises,Haute
Tianjin,87741,Evergreen,14.0,5,Entreprises Grande Taille,Basse
Hong Kong,68767,Yang Ming,12.8,7,Alimentaires,Haute
Shangai,107978,ZIM,9.3,3,Industriels,Moyenne
Qingdao,69531,ZIM,9.5,3,Petites Entreprises,Haute
Rotterdam,81783,ONE,15.0,7,Particuliers,Haute
Rotterdam,121787,Evergreen,10.9,7,Particuliers,Moyenne
Busan,72586,MSC,10.9,5,Particuliers,Haute
Shangai,104987,COSCO,11.0,6,Particuliers,Haute
Busan,78624,Maersk,13.7,5,Industriels,Basse
Qingdao,99743,CMA CGM,14.2,5,Alimentaires,Haute
Rotterdam,114441,ZIM,9.9,4,Alimentaires,Moyenne
Guangzou,76703,Yang Ming,10.6,5,Industriels,Moyenne
Guangzou,94685,Maersk,10.6,4,Particuliers,Haute
Singapour,101546,Evergreen,11.7,3,Industriels,Haute
Rotterdam,97497,COSCO,14.1,5,Entreprises Grande Taille,Basse
Rotterdam,106165,ONE,14.3,6,Entreprises Grande Taille,Moyenne
Ningbo Zhoushan,145346,MSC,13.4,6,Petites Entreprises,Basse
Qingdao,93802,Maersk,10.7,3,Industriels,Moyenne
Guangzou,87202,ZIM,12.3,6,Petites Entreprises,Haute
Rotterdam,83578,Maersk,9.2,5,Entreprises Grande Taille,Moyenne
Rotterdam,114366,ONE,10.1,7,Entreprises Grande Taille,Moyenne
Shangai,150849,ONE,11.5,6,Petites Entreprises,Moyenne
Shenzen,83983,ONE,12.3,5,Particuliers,Moyenne
Tianjin,94353,ZIM,11.1,6,Alimentaires,Haute
Qingdao,89137,Yang Ming,14.0,5,Particuliers,Haute
Shangai,123182,ZIM,10.3,5,Particuliers,Basse
Qingdao,88135,MSC,11.3,5,Particuliers,Moyenne
Shangai,124508,ONE,14.3,4,Petites Entreprises,Haute
Singapour,116439,Evergreen,12.2,7,Industriels,Haute
Busan,75429,Yang Ming,10.4,4,Alimentaires,Moyenne
Singapour,112622,Maersk,11.7,3,Alimentaires,Haute
Singapour,116755,Evergreen,9.7,7,Industriels,Haute
Busan,72063,COSCO,14.6,7,Alimentaires,Haute
Singapour,130283,MSC,13.6,7,Petites Entreprises,Haute
Guangzou,90063,Yang Ming,14.4,5,Industriels,Haute
Singapour,101676,Hapag-Lloyd,13.3,5,Petites Entreprises,Haute
Singapour,101677,Yang Ming,14.0,3,Industriels,Moyenne
Rotterdam,104756,ZIM,11.7,5,Industriels,Haute
Tianjin,69485,ONE,9.8,5,Entreprises Grande Taille,Moyenne
Shangai,154399,Maersk,10.0,3,Entreprises Grande Taille,Moyenne
Rotterdam,99068,ZIM,14.2,5,Alimentaires,Haute
Qingdao,84942,MSC,12.7,7,Particuliers,Basse
Shenzen,96664,ZIM,12.4,6,Alimentaires,Haute
Shenzen,101272,ZIM,9.3,4,Particuliers,Haute
Tianjin,87175,ZIM,13.7,5,Industriels,Haute
Hong Kong,64501,Maersk,10.9,5,Particuliers,Haute
Ningbo Zhoushan,103222,Maersk,13.7,6,Entreprises Grande Taille,Haute
Tianjin,80803,Maersk,13.7,6,Particuliers,Basse
Qingdao,76268,Evergreen,12.1,4,Particuliers,Haute
Rotterdam,89742,CMA CGM,10.9,5,Alimentaires,Haute
Qingdao,70078,MSC,11.6,3,Petites Entreprises,Haute
Shangai,145200,COSCO,13.5,7,Entreprises Grande Taille,Basse
Rotterdam,103476,COSCO,14.5,6,Petites Entreprises,Haute
Ningbo Zhoushan,102337,ZIM,10.5,6,Alimentaires,Haute
Shenzen,92925,ZIM,13.4,3,Industriels,Haute
Qingdao,70650,COSCO,10.0,5,Entreprises Grande Taille,Basse
Hong Kong,87821,Hapag-Lloyd,11.9,6,Petites Entreprises,Moyenne
Singapour,120162,CMA CGM,12.0,5,Petites Entreprises,Basse
Guangzou,88320,Hapag-Lloyd,10.2,3,Particuliers,Haute
Hong Kong,72083,ONE,10.0,5,Petites Entreprises,Basse
Shangai,121970,Hapag-Lloyd,11.6,3,Particuliers,Moyenne
Singapour,127911,ZIM,10.7,5,Industriels,Moyenne
Shangai,125210,Maersk,13.0,7,Alimentaires,Moyenne
Guangzou,97222,COSCO,9.5,7,Alimentaires,Haute
Shangai,122456,CMA CGM,9.4,7,Alimentaires,Haute
Shangai,137751,CMA CGM,10.3,5,Alimentaires,Basse
Qingdao,102249,Yang Ming,10.7,7,Industriels,Basse
Guangzou,74644,MSC,9.6,5,Petites Entreprises,Haute
Shangai,151550,Evergreen,14.7,4,Petites Entreprises,Haute
Busan,94305,Evergreen,11.7,5,Entreprises Grande Taille,Basse
Hong Kong,72763,Evergreen,13.9,5,Petites Entreprises,Haute
Ningbo Zhoushan,128661,Evergreen,14.3,7,Alimentaires,Haute
Shangai,115554,ZIM,14.8,7,Petites Entreprises,Moyenne
Busan,105411,Evergreen,12.7,7,Entreprises Grande Taille,Basse
Rotterdam,86332,ONE,9.2,3,Entreprises Grande Taille,Basse
Singapour,122952,ZIM,11.3,3,Petites Entreprises,Moyenne
Hong Kong,82600,Evergreen,14.8,5,Particuliers,Haute
Ningbo Zhoushan,126000,COSCO,9.7,4,Entreprises Grande Taille,Haute
Hong Kong,87692,Hapag-Lloyd,12.4,6,Petites Entreprises,Moyenne
Tianjin,89951,ONE,12.2,4,Industriels,Moyenne
Guangzou,87501,COSCO,10.1,7,Alimentaires,Haute
Tianjin,67902,Yang Ming,10.6,4,Industriels,Basse
Qingdao,87564,ONE,13.0,6,Petites Entreprises,Haute
Guangzou,77512,Evergreen,10.2,3,Entreprises Grande Taille,Basse
Shenzen,101479,Hapag-Lloyd,10.0,7,Petites Entreprises,Moyenne
Hong Kong,68532,MSC,14.5,4,Industriels,Moyenne
Qingdao,100297,Hapag-Lloyd,9.9,6,Particuliers,Basse
Qingdao,77449,CMA CGM,10.0,7,Alimentaires,Haute
Qingdao,99639,Hapag-Lloyd,13.3,5,Alimentaires,Basse
Busan,86982,COSCO,9.5,7,Particuliers,Haute
Busan,98705,ZIM,14.1,3,Petites Entreprises,Haute
Qingdao,79979,Evergreen,11.2,3,Entreprises Grande Taille,Basse
Guangzou,82000,COSCO,14.7,3,Industriels,Basse
Rotterdam,82828,Maersk,14.0,6,Entreprises Grande Taille,Basse
Busan,97212,MSC,11.1,5,Entreprises Grande Taille,Basse
Ningbo Zhoushan,125316,Yang Ming,11.4,4,Particuliers,Basse
Busan,86972,Evergreen,12.6,7,Entreprises Grande Taille,Basse
Hong Kong,70099,Yang Ming,11.5,3,Alimentaires,Haute
Hong Kong,71819,Yang Ming,10.6,6,Entreprises Grande Taille,Moyenne
Qingdao,72867,CMA CGM,14.9,3,Petites Entreprises,Moyenne
Tianjin,95178,ONE,14.5,3,Alimentaires,Moyenne
Rotterdam,100198,COSCO,10.9,6,Particuliers,Haute
Singapour,118129,ONE,14.5,7,Petites Entreprises,Moyenne
Shenzen,81232,COSCO,14.0,3,Petites Entreprises,Moyenne
Guangzou,93079,Evergreen,12.0,7,Petites Entreprises,Moyenne
Guangzou,92540,Evergreen,10.1,7,Alimentaires,Haute
Tianjin,98156,COSCO,9.2,4,Alimentaires,Haute
Qingdao,94053,ZIM,13.9,6,Entreprises Grande Taille,Haute
Rotterdam,89087,Maersk,14.4,7,Particuliers,Moyenne
Singapour,92307,ZIM,13.6,6,Alimentaires,Moyenne
Tianjin,95765,Hapag-Lloyd,12.3,5,Entreprises Grande Taille,Basse
Guangzou,86284,Maersk,12.2,7,Particuliers,Moyenne
Ningbo Zhoushan,134883,Maersk,11.3,5,Alimentaires,Moyenne
Rotterdam,92549,Maersk,11.2,4,Industriels,Basse
Tianjin,87999,MSC,13.8,4,Alimentaires,Basse
Tianjin,73885,ONE,9.8,4,Particuliers,Moyenne
Guangzou,92575,Yang Ming,12.3,3,Industriels,Moyenne
Ningbo Zhoushan,137167,Maersk,12.3,5,Entreprises Grande Taille,Haute
Hong Kong,62921,Yang Ming,13.8,6,Industriels,Basse
Tianjin,88268,ONE,12.8,6,Entreprises Grande Taille,Moyenne
Busan,86218,MSC,14.7,7,Alimentaires,Haute
Singapour,92453,Maersk,12.8,3,Industriels,Haute
Guangzou,107802,CMA CGM,9.9,4,Entreprises Grande Taille,Basse
Guangzou,86881,ONE,13.7,5,Particuliers,Moyenne
Ningbo Zhoushan,147189,Evergreen,10.9,4,Particuliers,Haute
Shangai,138625,Evergreen,13.8,3,Entreprises Grande Taille,Moyenne
Shangai,110870,Yang Ming,13.4,5,Alimentaires,Moyenne
Hong Kong,85663,ONE,14.6,5,Alimentaires,Haute
Shenzen,105865,CMA CGM,13.6,4,Entreprises Grande Taille,Moyenne
Hong Kong,84670,Maersk,14.0,6,Petites Entreprises,Haute
Guangzou,101989,CMA CGM,13.8,5,Entreprises Grande Taille,Basse
Shenzen,81763,ONE,9.2,5,Petites Entreprises,Basse
Qingdao,74637,ZIM,9.7,7,Particuliers,Haute
Busan,92611,Maersk,11.4,4,Particuliers,Moyenne
Rotterdam,85769,Maersk,11.8,3,Industriels,Moyenne
Qingdao,79605,CMA CGM,11.1,7,Particuliers,Haute
Shenzen,81146,Evergreen,9.0,5,Entreprises Grande Taille,Moyenne
Tianjin,85166,COSCO,15.0,3,Industriels,Basse
Hong Kong,79320,Maersk,13.5,6,Particuliers,Haute
Qingdao,96523,COSCO,11.4,3,Petites Entreprises,Haute
Tianjin,75219,Maersk,11.5,7,Petites Entreprises,Moyenne
Singapour,111998,COSCO,10.5,5,Petites Entreprises,Basse
Rotterdam,104837,Hapag-Lloyd,11.2,3,Particuliers,Basse
Qingdao,74575,COSCO,14.6,3,Alimentaires,Basse
Hong Kong,91358,MSC,9.2,6,Petites Entreprises,Haute
Hong Kong,72459,Hapag-Lloyd,9.8,7,Alimentaires,Basse
Shangai,112140,Hapag-Lloyd,10.0,3,Alimentaires,Moyenne
Qingdao,92906,ZIM,11.1,6,Particuliers,Haute
Busan,97648,Evergreen,12.3,4,Particuliers,Haute
Qingdao,68961,Hapag-Lloyd,12.9,5,Entreprises Grande Taille,Moyenne
Hong Kong,63543,ZIM,12.1,7,Industriels,Moyenne
Tianjin,65920,ONE,10.2,6,Industriels,Basse
Guangzou,93971,Evergreen,13.2,4,Particuliers,Haute
Rotterdam,85778,Yang Ming,13.9,6,Particuliers,Basse
Singapour,96204,MSC,14.8,3,Alimentaires,Haute
Rotterdam,110790,Yang Ming,11.9,7,Industriels,Basse
Hong Kong,88141,Hapag-Lloyd,12.5,3,Particuliers,Basse
Busan,76854,Hapag-Lloyd,10.5,7,Petites Entreprises,Haute
Busan,91059,Maersk,14.1,3,Particuliers,Haute
Rotterdam,88662,ZIM,12.0,7,Particuliers,Moyenne
Tianjin,82880,COSCO,14.5,4,Particuliers,Haute
Guangzou,89124,Hapag-Lloyd,11.5,3,Petites Entreprises,Basse
Singapour,126630,MSC,9.1,3,Petites Entreprises,Basse
Qingdao,75703,Yang Ming,9.6,4,Entreprises Grande Taille,Moyenne
Guangzou,86355,Yang Ming,14.0,4,Industriels,Basse
Shenzen,109440,ONE,13.8,3,Industriels,Basse
Singapour,92640,ZIM,11.3,7,Industriels,Moyenne
Shenzen,113038,COSCO,9.5,4,Alimentaires,Haute
Qingdao,98833,CMA CGM,14.7,6,Particuliers,Basse
Guangzou,97260,Evergreen,10.2,5,Alimentaires,Haute
Qingdao,101334,ONE,14.7,5,Petites Entreprises,Moyenne
Ningbo Zhoushan,104461,Hapag-Lloyd,15.0,5,Entreprises Grande Taille,Haute
Shangai,128182,COSCO,9.2,4,Industriels,Moyenne
Guangzou,100593,COSCO,13.2,5,Particuliers,Haute
Singapour,95060,CMA CGM,10.9,4,Petites Entreprises,Haute
Singapour,111216,COSCO,14.5,6,Entreprises Grande Taille,Moyenne
Busan,84292,MSC,10.8,6,Particuliers,Haute
Guangzou,99284,ZIM,9.9,7,Petites Entreprises,Basse
Guangzou,87389,ONE,11.9,3,Particuliers,Basse
Busan,78696,Maersk,11.3,6,Alimentaires,Moyenne
Hong Kong,86681,CMA CGM,14.0,3,Petites Entreprises,Haute
Qingdao,93461,COSCO,11.7,4,Entreprises Grande Taille,Moyenne
Rotterdam,110368,Evergreen,10.4,4,Particuliers,Moyenne
Qingdao,75641,Evergreen,14.6,4,Entreprises Grande Taille,Moyenne
Shenzen,80455,Hapag-Lloyd,12.5,4,Alimentaires,Haute
Ningbo Zhoushan,140933,Evergreen,12.2,7,Particuliers,Basse
Qingdao,77827,Hapag-Lloyd,9.4,7,Industriels,Moyenne
Guangzou,89108,COSCO,13.2,5,Industriels,Basse
Guangzou,88884,MSC,10.4,5,Alimentaires,Haute
Shangai,146459,ZIM,13.8,4,Particuliers,Moyenne
Hong Kong,76884,CMA CGM,11.5,6,Particuliers,Moyenne
Singapour,107873,Evergreen,13.4,3,Alimentaires,Haute
Shenzen,102602,ZIM,9.5,5,Entreprises Grande Taille,Moyenne
Guangzou,99847,Maersk,13.9,6,Entreprises Grande Taille,Basse
Guangzou,83014,Evergreen,10.3,5,Alimentaires,Haute
Singapour,129435,Yang Ming,10.3,3,Petites Entreprises,Basse
Busan,85112,Evergreen,12.4,7,Entreprises Grande Taille,Moyenne
Tianjin,79150,Hapag-Lloyd,13.9,6,Industriels,Basse
Qingdao,75607,COSCO,12.6,7,Petites Entreprises,Haute
Busan,92577,ONE,11.2,4,Particuliers,Haute
Hong Kong,91980,CMA CGM,11.5,3,Petites Entreprises,Basse
Singapour,95873,Maersk,12.9,4,Alimentaires,Haute
Rotterdam,93981,Evergreen,13.6,4,Entreprises Grande Taille,Moyenne
Ningbo Zhoushan,131034,ONE,14.1,3,Petites Entreprises,Basse
Guangzou,80585,Maersk,11.0,4,Petites Entreprises,Haute
Hong Kong,76120,ZIM,13.3,5,Industriels,Haute
Busan,84364,COSCO,10.1,4,Alimentaires,Haute
Guangzou,81825,MSC,9.9,3,Industriels,Moyenne
Rotterdam,81625,Evergreen,10.6,5,Entreprises Grande Taille,Basse
Tianjin,79364,COSCO,11.2,3,Petites Entreprises,Haute
Busan,83712,ZIM,9.6,7,Entreprises Grande Taille,Basse
Shangai,131510,Yang Ming,9.1,6,Particuliers,Moyenne
Guangzou,76298,COSCO,14.9,3,Entreprises Grande Taille,Basse
Tianjin,97146,Hapag-Lloyd,9.1,5,Petites Entreprises,Basse
Qingdao,83301,Hapag-Lloyd,12.6,5,Petites Entreprises,Basse
Singapour,100725,ONE,11.2,5,Entreprises Grande Taille,Moyenne
Hong Kong,92098,Hapag-Lloyd,11.5,6,Alimentaires,Haute
Singapour,94182,CMA CGM,12.1,7,Particuliers,Basse
Rotterdam,100983,Maersk,11.5,3,Alimentaires,Haute
Busan,95373,COSCO,10.4,6,Particuliers,Haute
Singapour,131490,MSC,9.7,3,Petites Entreprises,Haute
Shenzen,90899,Hapag-Lloyd,9.5,6,Alimentaires,Basse
Qingdao,85518,Evergreen,13.4,5,Petites Entreprises,Haute
Ningbo Zhoushan,149638,ZIM,10.0,4,Alimentaires,Haute
Ningbo Zhoushan,126409,Maersk,10.7,5,Industriels,Moyenne
Tianjin,72608,COSCO,11.8,7,Particuliers,Basse
Rotterdam,94879,CMA CGM,10.1,7,Petites Entreprises,Moyenne
Guangzou,77778,Maersk,12.2,5,Particuliers,Moyenne
Busan,97905,CMA CGM,11.4,6,Petites Entreprises,Moyenne
Hong Kong,76176,COSCO,10.6,4,Industriels,Basse
Rotterdam,88224,CMA CGM,13.6,7,Petites Entreprises,Basse
Hong Kong,78292,ZIM,13.2,7,Entreprises Grande Taille,Moyenne
Qingdao,87167,Evergreen,14.9,4,Particuliers,Basse
Hong Kong,91231,MSC,14.3,6,Entreprises Grande Taille,Moyenne
Guangzou,79578,Hapag-Lloyd,12.0,5,Petites Entreprises,Basse
Shangai,144522,CMA CGM,12.7,3,Entreprises Grande Taille,Basse
Shangai,128671,Maersk,10.3,5,Entreprises Grande Taille,Moyenne
Shangai,116420,Yang Ming,14.7,7,Petites Entreprises,Haute
Ningbo Zhoushan,138123,Hapag-Lloyd,13.5,3,Alimentaires,Moyenne
Busan,103543,COSCO,11.2,6,Alimentaires,Haute
Qingdao,72222,Evergreen,11.4,4,Petites Entreprises,Haute
Rotterdam,97947,Maersk,14.8,4,Particuliers,Moyenne
Singapour,108514,Yang Ming,9.5,6,Alimentaires,Haute
Shangai,125720,MSC,10.4,7,Petites Entreprises,Haute
Busan,97181,MSC,13.2,3,Particuliers,Basse
Singapour,119140,MSC,10.6,5,Alimentaires,Basse
Guangzou,108288,Hapag-Lloyd,12.6,7,Alimentaires,Basse
Ningbo Zhoushan,122436,MSC,14.9,7,Alimentaires,Haute
Qingdao,71291,ZIM,13.7,5,Alimentaires,Haute
Shenzen,104076,Yang Ming,13.6,3,Petites Entreprises,Moyenne
Rotterdam,112048,ONE,14.6,3,Petites Entreprises,Haute
Rotterdam,88106,ZIM,12.9,6,Entreprises Grande Taille,Haute
Tianjin,73156,ZIM,13.9,6,Particuliers,Haute
Busan,76240,MSC,12.9,5,Entreprises Grande Taille,Moyenne
Singapour,134007,MSC,10.3,6,Particuliers,Moyenne
Singapour,92044,COSCO,10.6,4,Entreprises Grande Taille,Moyenne
Hong Kong,86011,ZIM,10.4,5,Alimentaires,Haute
Shenzen,112277,ZIM,13.7,7,Petites Entreprises,Moyenne
Shangai,152743,Maersk,11.3,7,Particuliers,Haute
Ningbo Zhoushan,104260,COSCO,10.4,5,Entreprises Grande Taille,Haute
Guangzou,74777,Evergreen,13.1,5,Entreprises Grande Taille,Moyenne
Hong Kong,86851,ZIM,9.4,7,Alimentaires,Basse
Qingdao,96998,ZIM,14.7,4,Petites Entreprises,Haute
Hong Kong,78646,Yang Ming,12.1,4,Petites Entreprises,Haute
Shangai,118090,MSC,14.3,7,Petites Entreprises,Moyenne
Hong Kong,64062,ONE,14.3,5,Petites Entreprises,Moyenne
Singapour,124406,Evergreen,10.7,5,Entreprises Grande Taille,Basse
Rotterdam,100037,CMA CGM,13.0,7,Particuliers,Haute
Shangai,118608,CMA CGM,10.9,7,Petites Entreprises,Haute
Hong Kong,63546,ONE,11.2,6,Particuliers,Moyenne
Shangai,117682,Maersk,13.3,6,Particuliers,Haute
Qingdao,86288,COSCO,14.0,4,Petites Entreprises,Basse
Hong Kong,85595,Yang Ming,14.7,3,Petites Entreprises,Basse
Shangai,152689,COSCO,14.2,7,Entreprises Grande Taille,Basse
Tianjin,75597,Hapag-Lloyd,12.5,3,Industriels,Basse
Rotterdam,105769,ZIM,11.7,6,Particuliers,Moyenne
Hong Kong,78161,Evergreen,14.6,3,Alimentaires,Haute
Ningbo Zhoushan,142915,Hapag-Lloyd,14.4,5,Petites Entreprises,Haute
Rotterdam,92302,Maersk,14.6,4,Industriels,Basse
Shangai,107217,CMA CGM,14.7,4,Particuliers,Moyenne
Rotterdam,84624,CMA CGM,11.2,6,Industriels,Moyenne
Shenzen,78430,ZIM,13.6,4,Alimentaires,Haute
Shenzen,108508,ZIM,14.2,4,Entreprises Grande Taille,Basse
Shenzen,99847,MSC,12.3,6,Industriels,Basse
Tianjin,85520,Yang Ming,14.1,4,Petites Entreprises,Moyenne
Rotterdam,107563,Hapag-Lloyd,10.8,4,Alimentaires,Haute
Guangzou,104405,Evergreen,9.4,7,Petites Entreprises,Moyenne
Qingdao,102321,Evergreen,12.5,7,Industriels,Haute
Shangai,141579,Maersk,13.6,4,Industriels,Moyenne
Tianjin,74995,Hapag-Lloyd,12.8,5,Alimentaires,Haute
Rotterdam,121266,MSC,11.7,4,Petites Entreprises,Haute
Singapour,133617,CMA CGM,14.0,5,Alimentaires,Haute
Ningbo Zhoushan,105369,Maersk,11.7,6,Petites Entreprises,Haute
Tianjin,95665,COSCO,11.8,6,Particuliers,Basse
Shenzen,96975,MSC,13.5,6,Alimentaires,Haute
Shenzen,93456,Yang Ming,11.3,5,Alimentaires,Basse
Ningbo Zhoushan,105448,ONE,11.5,6,Entreprises Grande Taille,Basse
Singapour,98869,Evergreen,12.7,5,Entreprises Grande Taille,Basse
Qingdao,91729,Evergreen,12.6,6,Alimentaires,Haute
Shenzen,86746,Evergreen,11.6,4,Alimentaires,Haute
Singapour,111569,COSCO,11.2,5,Entreprises Grande Taille,Moyenne
Singapour,126049,ZIM,13.2,3,Alimentaires,Haute
Busan,89475,Maersk,10.3,7,Industriels,Basse
Hong Kong,68169,MSC,14.3,3,Entreprises Grande Taille,Moyenne
Hong Kong,67287,Hapag-Lloyd,10.8,4,Petites Entreprises,Haute
Hong Kong,82072,ONE,14.0,7,Alimentaires,Basse
Singapour,132025,CMA CGM,9.7,7,Entreprises Grande Taille,Basse
Rotterdam,114822,Yang Ming,13.6,5,Petites Entreprises,Moyenne
Rotterdam,84625,COSCO,11.8,4,Entreprises Grande Taille,Moyenne
Tianjin,66606,ZIM,10.9,5,Petites Entreprises,Haute
Rotterdam,98193,MSC,11.0,4,Entreprises Grande Taille,Haute
Ningbo Zhoushan,149035,Yang Ming,12.0,3,Particuliers,Haute
Guangzou,80192,ZIM,14.6,4,Particuliers,Haute
Ningbo Zhoushan,137344,COSCO,11.9,7,Particuliers,Haute
Qingdao,93364,ZIM,9.4,5,Petites Entreprises,Moyenne
Shenzen,109835,MSC,9.7,7,Petites Entreprises,Haute
Qingdao,102827,ONE,9.5,3,Petites Entreprises,Moyenne
Tianjin,81381,MSC,12.2,7,Industriels,Basse
Singapour,124724,CMA CGM,12.9,7,Entreprises Grande Taille,Haute
Tianjin,76141,ONE,14.7,6,Particuliers,Moyenne
Rotterdam,84841,Yang Ming,15.0,5,Petites Entreprises,Haute
Singapour,127618,Maersk,15.0,7,Petites Entreprises,Haute
Singapour,137445,Yang Ming,13.8,7,Petites Entreprises,Haute
Singapour,107786,Evergreen,12.6,4,Petites Entreprises,Haute
Hong Kong,82243,Evergreen,10.6,7,Petites Entreprises,Haute
Shangai,147419,COSCO,14.4,4,Industriels,Haute
Guangzou,92098,ONE,11.8,5,Particuliers,Moyenne
Guangzou,96719,Maersk,9.7,3,Particuliers,Basse
Ningbo Zhoushan,127807,ZIM,11.3,6,Particuliers,Basse
Ningbo Zhoushan,107064,Evergreen,10.1,3,Industriels,Moyenne
Shenzen,94515,ZIM,10.4,4,Alimentaires,Haute
Ningbo Zhoushan,124143,COSCO,14.0,7,Petites Entreprises,Moyenne
Shangai,139299,CMA CGM,13.4,6,Alimentaires,Haute
Shenzen,114336,Evergreen,12.2,3,Entreprises Grande Taille,Moyenne
Shangai,137571,COSCO,14.9,4,Alimentaires,Haute
Guangzou,84496,Yang Ming,14.2,5,Alimentaires,Basse
Singapour,95465,COSCO,11.1,6,Particuliers,Basse
Tianjin,95468,Hapag-Lloyd,12.5,7,Petites Entreprises,Basse
Busan,95811,ONE,14.1,7,Petites Entreprises,Haute
Busan,105596,Maersk,10.1,6,Petites Entreprises,Haute
Shangai,114490,Hapag-Lloyd,10.9,3,Industriels,Moyenne
Tianjin,90930,MSC,12.6,4,Industriels,Moyenne
Hong Kong,80516,CMA CGM,13.6,7,Particuliers,Haute
Hong Kong,92410,CMA CGM,9.1,6,Particuliers,Haute
Busan,74372,Maersk,10.5,5,Particuliers,Moyenne
Hong Kong,81593,ONE,11.2,7,Alimentaires,Moyenne
Rotterdam,106061,CMA CGM,14.4,5,Particuliers,Moyenne
Shangai,115449,COSCO,14.5,3,Petites Entreprises,Moyenne
Tianjin,74746,ONE,13.0,5,Alimentaires,Moyenne
Guangzou,100873,ONE,14.5,4,Entreprises Grande Taille,Basse
Qingdao,74043,Hapag-Lloyd,10.7,7,Particuliers,Moyenne
Guangzou,105663,Yang Ming,12.9,7,Alimentaires,Haute
Qingdao,99808,MSC,12.6,5,Particuliers,Moyenne
Rotterdam,99198,Maersk,14.3,4,Industriels,Moyenne
Qingdao,92004,ONE,14.7,4,Entreprises Grande Taille,Haute
Shangai,114453,ZIM,11.0,7,Petites Entreprises,Moyenne
Hong Kong,91313,ZIM,12.6,4,Petites Entreprises,Moyenne
Ningbo Zhoushan,100210,CMA CGM,13.4,4,Entreprises Grande Taille,Basse
Busan,88839,Evergreen,10.0,4,Alimentaires,Haute
Ningbo Zhoushan,149825,Evergreen,12.6,4,Alimentaires,Haute
Guangzou,94834,COSCO,13.4,3,Industriels,Basse
Tianjin,90177,Yang Ming,12.4,3,Particuliers,Moyenne
Qingdao,93684,MSC,13.1,5,Alimentaires,Moyenne
Shenzen,99092,ONE,9.3,3,Petites Entreprises,Moyenne
Tianjin,81092,Maersk,12.2,6,Alimentaires,Haute
Rotterdam,110342,CMA CGM,14.3,6,Industriels,Basse
Busan,85241,CMA CGM,12.6,7,Particuliers,Basse
Singapour,109160,COSCO,11.1,3,Entreprises Grande Taille,Basse
Rotterdam,104930,Yang Ming,12.6,7,Entreprises Grande Taille,Basse
Singapour,95900,ZIM,10.5,4,Industriels,Haute
Rotterdam,101966,ONE,13.5,5,Petites Entreprises,Moyenne
Ningbo Zhoushan,118515,ONE,10.8,5,Entreprises Grande Taille,Moyenne
Hong Kong,85137,Maersk,10.5,7,Petites Entreprises,Basse
Singapour,119424,MSC,13.5,5,Alimentaires,Moyenne
Rotterdam,105285,ONE,11.9,7,Alimentaires,Haute
Hong Kong,65770,COSCO,10.4,6,Industriels,Haute
Tianjin,76094,Hapag-Lloyd,12.0,4,Alimentaires,Haute
Shenzen,88704,Hapag-Lloyd,12.5,5,Alimentaires,Haute
Singapour,108310,COSCO,10.7,4,Petites Entreprises,Basse
Qingdao,84975,Yang Ming,14.9,6,Alimentaires,Haute
Shenzen,113390,MSC,10.8,7,Particuliers,Moyenne
Shangai,154388,MSC,10.4,3,Entreprises Grande Taille,Basse
Qingdao,100301,Yang Ming,10.3,3,Entreprises Grande Taille,Moyenne
Rotterdam,93108,Yang Ming,14.3,3,Industriels,Haute
Shenzen,78966,Evergreen,10.9,4,Industriels,Moyenne
Ningbo Zhoushan,141058,Hapag-Lloyd,11.1,7,Entreprises Grande Taille,Moyenne
Busan,87236,MSC,11.7,7,Industriels,Basse
Hong Kong,70044,COSCO,13.9,3,Entreprises Grande Taille,Basse
Busan,71938,Yang Ming,14.8,7,Alimentaires,Haute
Guangzou,75022,Evergreen,14.2,6,Petites Entreprises,Haute
Tianjin,95089,ONE,12.4,7,Alimentaires,Haute
Guangzou,101783,ONE,9.1,6,Petites Entreprises,Haute
Busan,99457,ONE,13.8,5,Industriels,Haute
Singapour,135764,Hapag-Lloyd,14.5,7,Alimentaires,Haute
